Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Not Applicable,Patna,India,U-857,Hariprakash Islam,01-03-2023,Week 9,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,NetBanking,Refunded,FALSE,145678,Online,Week,Bihar,9,596,2,23.84,0,1,0,1.192,1192,2
Not Applicable,Delhi,India,U-858,Jerish Padmanabhan,25-02-2023,Week 8,Delhi,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,UPI,Success,FALSE,110063,QR,Week,Delhi,8,847.5,2,67.8,0,1,1,3.39,3390,4
Master,Patna,India,U-859,Dhanajeyan Parihar,24-02-2023,Week 8,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,732392,ToolTime Supplies,Hardware Equipment and Supplies,Credit Card,Success,FALSE,145678,Online,Week,Bihar,8,1630.333333,2,97.82,0,1,1,4.891,4891,3
Not Applicable,Gurgaon,India,U-860,Darshayinan Bharadwaj,16-02-2023,Week 7,Gurugram,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,NetBanking,Success,FALSE,658633,Online,Week,Haryana,7,974.25,2,77.94,0,1,1,3.897,3897,4
Not Applicable,Vijaywada,India,U-861,Nitin Kochar,09-02-2023,Week 6,Vijaywada,Show Transaction Details,Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,EMI,Refunded,FALSE,785412,Online,Week,Andhra Pradesh,6,529,3,63.48,0,100,0,2.116,2116,4
Diners,Madurai,India,U-862,Hemant Magar,05-02-2023,Week 6,Madurai,Show Transaction Details,No Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,Credit Card,Success,FALSE,762354,PoS,Week,Tamil Nadu,6,3641.5,3,218.49,0,1,1,7.283,7283,2
Not Applicable,Chandigarh,India,U-863,Anjaan Ansari,29-01-2023,Week 5,Chandigarh,Show Transaction Details,Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",EMI,Success,FALSE,459871,Online,Week,Chandigarh,5,5828,3,174.84,0,100,1,5.828,5828,1
Diners,Mathura,India,U-864,Aanantya Chacko,22-01-2023,Week 4,Mathura,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Credit Card,Success,FALSE,179034,PoS,Week,Uttar Pradesh,4,588.5,3,70.62,0,1,1,2.354,2354,4
Master,Chandigarh,India,U-865,Surekha Huque,18-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,Debit Card,Success,FALSE,459874,Online,Week,Chandigarh,3,1786.5,2,71.46,0,1,1,3.573,3573,2
Visa,Rewari,India,U-866,Raghunath Hosur,14-01-2023,Week 2,Rewari,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,Debit Card,Refunded,FALSE,126748,PoS,Week,Haryana,2,1686.666667,2,101.2,0,1,0,5.06,5060,3
Visa,Faridabad,India,U-867,Pramila Karnik,12-01-2023,Week 2,Faridabad,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Credit Card,Success,FALSE,121001,Online,Week,Haryana,2,1892.5,2,75.7,0,1,1,3.785,3785,2
Not Applicable,Mathura,India,U-868,Kalethan Tewary,12-01-2023,Week 2,Mathura,Show Transaction Details,No Highlight,Contracted Services,719158,Publishing Partners,Miscellaneous Publishing and Printing,NetBanking,Success,FALSE,179034,Online,Week,Uttar Pradesh,2,1604,2,128.32,0,1,1,6.416,6416,4
Not Applicable,Delhi,India,U-869,Kantheesh Dâ€™Alia,12-01-2023,Week 2,Delhi,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Wallet,Success,FALSE,110067,QR,Week,Delhi,2,3841,2,153.64,0,1,1,7.682,7682,2
Master,Indore,India,U-870,Arasezhilan Thakkar,05-01-2023,Week 1,Indore,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,Credit Card,Failure,TRUE,786342,Online,Week,Madhya Pradesh,1,6717,2,134.34,1,1,0,6.717,6717,1
Not Applicable,Madurai,India,U-871,Shahin Unnikrishnan,18-03-2023,Week 11,Madurai,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,762354,Online,Week,Tamil Nadu,11,1005.75,2,80.46,0,1,1,4.023,4023,4
Visa,Bhopal,India,U-872,Kottavan Vaishnavi,10-02-2023,Week 6,Rajgarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,6,1031,2,20.62,0,1,1,1.031,1031,1
Visa,Delhi,India,U-873,Grihith Basu,30-04-2023,Week 18,Delhi,Show Transaction Details,No Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,Debit Card,Success,FALSE,110066,PoS,Week,Delhi,18,2496,2,149.76,0,1,1,7.488,7488,3
Not Applicable,Delhi,India,U-874,Bhuri Manna,23-04-2023,Week 17,Delhi,Show Transaction Details,Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,EMI,Success,FALSE,110066,Online,Week,Delhi,17,553,3,49.77,0,100,1,1.659,1659,3
Visa,Indore,India,U-875,Leelakar Majhi,17-04-2023,Week 16,Indore,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",Debit Card,Success,FALSE,456987,Online,Week,Madhya Pradesh,16,3548.5,2,141.94,0,1,1,7.097,7097,2
Not Applicable,Karnal,India,U-876,Dilip Sikarwar,15-04-2023,Week 15,Karnal,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Wallet,Failure,TRUE,345623,QR,Week,Haryana,15,1798,2,71.92,1,1,0,3.596,3596,2
Visa,Bangalore,India,U-877,Shakila Haokip,13-04-2023,Week 15,Bangalore,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Credit Card,Success,FALSE,560068,Online,Week,Karnataka,15,3128,2,62.56,0,1,1,3.128,3128,1
Not Applicable,Ujjain,India,U-878,Arura Rizwan,12-04-2023,Week 15,Ujjain,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Success,FALSE,120966,Online,Week,Madhya Pradesh,15,5050,2,101,0,1,1,5.05,5050,1
Not Applicable,Surat,India,U-879,Kariyan Bugalia,10-04-2023,Week 15,Surat,Show Transaction Details,Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,EMI,Success,FALSE,214567,Online,Week,Gujarat,15,317.25,3,38.07,0,100,1,1.269,1269,4
Not Applicable,Mathura,India,U-880,Evyavan Purkayastha,26-03-2023,Week 13,Mathura,Show Transaction Details,Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,EMI,Success,FALSE,179034,Online,Week,Uttar Pradesh,13,1471.75,3,176.61,0,100,1,5.887,5887,4
Not Applicable,Chandigarh,India,U-881,Prakash Subramanian,21-03-2023,Week 12,Chandigarh,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Wallet,Failure,TRUE,459873,Online,Week,Chandigarh,12,3715,2,148.6,1,1,0,7.43,7430,2
Not Applicable,Mysore,India,U-882,Ishwar Bose,19-03-2023,Week 12,Mysore,Show Transaction Details,No Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,Wallet,Failure,TRUE,560987,QR,Week,Karnataka,12,400,2,24,1,1,0,1.2,1200,3
Not Applicable,Visakhapatnam,India,U-883,Kasaven Shrivas,10-03-2023,Week 10,Visakhapatnam,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,UPI,Success,FALSE,786543,QR,Week,Andhra Pradesh,10,281.5,2,22.52,0,1,1,1.126,1126,4
Not Applicable,Delhi,India,U-884,Sumita Chada,25-02-2023,Week 8,Delhi,Show Transaction Details,Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,EMI,Success,FALSE,110063,Online,Week,Delhi,8,6656,3,199.68,0,100,1,6.656,6656,1
Master,Delhi,India,U-885,Anbulagan Dayal,24-02-2023,Week 8,Delhi,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Debit Card,Partially Refunded,FALSE,110065,Online,Week,Delhi,8,3046,2,121.84,0,1,0,6.092,6092,2
Not Applicable,Chennai,India,U-886,Amanpreet Hansdah,07-02-2023,Week 6,Chennai,Show Transaction Details,No Highlight,Government Services,733879,Star Mart UK,"UK Supermarkets, Electronic Hot File",NetBanking,Success,FALSE,769801,Online,Week,Tamil Nadu,6,4115,2,82.3,0,1,1,4.115,4115,1
Diners,Chandigarh,India,U-887,Aalok Halder,26-01-2023,Week 4,Chandigarh,Show Transaction Details,No Highlight,Clothing Stores,758322,The Style Spot,Women’s Ready to Wear Stores,Credit Card,Success,FALSE,459873,PoS,Week,Chandigarh,4,3525.5,3,211.53,0,1,1,7.051,7051,2
Not Applicable,Silchar,India,U-888,Satendra Gurnani,25-01-2023,Week 4,Silchar,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,UPI,Success,FALSE,336789,QR,Week,Assam,4,3656.5,2,146.26,0,1,1,7.313,7313,2
Master,Indore,India,U-889,Jeevaranjan Rani,22-01-2023,Week 4,Indore,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Credit Card,Failure,TRUE,456987,Online,Week,Madhya Pradesh,4,1013.75,2,81.1,1,1,0,4.055,4055,4
Not Applicable,Coimbatore,India,U-890,Usa Gupta,21-01-2023,Week 3,Coimbatore,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,Wallet,Success,FALSE,765412,QR,Week,Tamil Nadu,3,781.3333333,2,46.88,0,1,1,2.344,2344,3
Not Applicable,Gurgaon,India,U-891,Kesilan Gulati,16-01-2023,Week 3,Gurugram,Show Transaction Details,Highlight,Agricultural Services,789789,Lawn & Garden Landscaping,Horticultural and Landscaping Services,EMI,Success,FALSE,658633,Online,Week,Haryana,3,2562.5,3,153.75,0,100,1,5.125,5125,2
Visa,Delhi,India,U-892,Lalin Tella,16-01-2023,Week 3,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,Credit Card,Success,FALSE,110063,PoS,Week,Delhi,3,1431.75,2,114.54,0,1,1,5.727,5727,4
Not Applicable,Bhopal,India,U-893,Mohan Bhatt,12-04-2023,Week 15,Rajgarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",UPI,Success,FALSE,679124,QR,Week,Madhya Pradesh,15,2209.666667,2,132.58,0,1,1,6.629,6629,3
Not Applicable,Madurai,India,U-894,Kirubanandan Madala,30-04-2023,Week 18,Madurai,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,18,876.5,3,52.59,0,100,1,1.753,1753,2
Visa,Delhi,India,U-895,Aadithya Guha,11-04-2023,Week 15,Delhi,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Credit Card,Success,FALSE,110063,PoS,Week,Delhi,15,1891,2,113.46,0,1,1,5.673,5673,3
Not Applicable,Delhi,India,U-896,Shiv Mittal,06-04-2023,Week 14,Delhi,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,110004,Online,Week,Delhi,14,3653,3,109.59,0,100,1,3.653,3653,1
Master,Bangalore,India,U-897,Kaushal Bedi,30-04-2023,Week 18,Bangalore,Show Transaction Details,No Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,Debit Card,Success,FALSE,560035,Online,Week,Karnataka,18,3773,2,75.46,0,1,1,3.773,3773,1
Not Applicable,Chandigarh,India,U-898,Navin Preetham,30-04-2023,Week 18,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,459870,Online,Week,Chandigarh,18,1853.5,2,74.14,0,1,1,3.707,3707,2
Master,Coimbatore,India,U-899,Dipti Lakhmani,27-04-2023,Week 17,Coimbatore,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,17,493.75,2,39.5,0,1,1,1.975,1975,4
Not Applicable,Guwahati,India,U-900,Jeyavaranthan Khan,27-04-2023,Week 17,Guwahati,Show Transaction Details,Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,EMI,Success,FALSE,335678,Online,Week,Assam,17,1139.666667,3,102.57,0,100,1,3.419,3419,3
Not Applicable,Delhi,India,U-901,Koman Govil,26-04-2023,Week 17,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,NetBanking,Success,FALSE,110065,Online,Week,Delhi,17,1894,2,37.88,0,1,1,1.894,1894,1
Master,Coimbatore,India,U-902,Ameet Suresh,25-04-2023,Week 17,Coimbatore,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,17,7262,2,145.24,0,1,1,7.262,7262,1
Not Applicable,Coorg,India,U-903,Dharashan Gopal,21-04-2023,Week 16,Coorg,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Partially Refunded,FALSE,561235,Online,Week,Karnataka,16,1160,2,69.6,0,1,0,3.48,3480,3
Not Applicable,Mysore,India,U-904,Manjoo Gond,18-04-2023,Week 16,Mysore,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,NetBanking,Success,FALSE,560987,Online,Week,Karnataka,16,1031.5,2,82.52,0,1,1,4.126,4126,4
Not Applicable,Delhi,India,U-905,Bhaanuaji Sachan,15-04-2023,Week 15,Delhi,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Success,FALSE,110067,QR,Week,Delhi,15,6151,2,123.02,0,1,1,6.151,6151,1
Not Applicable,Coorg,India,U-906,Hritik Begam,13-04-2023,Week 15,Coorg,Show Transaction Details,No Highlight,Retail Outlet Services,732392,ToolTime Supplies,Hardware Equipment and Supplies,NetBanking,Success,FALSE,561235,Online,Week,Karnataka,15,2927.5,2,117.1,0,1,1,5.855,5855,2
Master,Indore,India,U-907,Amarjit Gole,12-04-2023,Week 15,Indore,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",Credit Card,Failure,TRUE,786342,Online,Week,Madhya Pradesh,15,1175.333333,2,70.52,1,1,0,3.526,3526,3
Not Applicable,Chennai,India,U-908,Aapal Khatun,11-04-2023,Week 15,Chennai,Show Transaction Details,No Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,769801,Online,Week,Tamil Nadu,15,4117,2,82.34,0,1,1,4.117,4117,1
Master,Rewari,India,U-909,Vasant Handa,10-04-2023,Week 15,Rewari,Show Transaction Details,No Highlight,Miscellaneous Stores,707293,Chef's Choice Catering,Caterers,Credit Card,Initiated,FALSE,126748,Online,Week,Haryana,15,297.75,2,23.82,0,1,0,1.191,1191,4
Not Applicable,Mysore,India,U-910,Gajanan Gill,10-04-2023,Week 15,Mysore,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,NetBanking,Success,FALSE,560987,Online,Week,Karnataka,15,1735,2,104.1,0,1,1,5.205,5205,3
Not Applicable,Visakhapatnam,India,U-911,Aayansh Samaddar,08-04-2023,Week 14,Visakhapatnam,Show Transaction Details,No Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,UPI,Success,FALSE,786543,QR,Week,Andhra Pradesh,14,2987,2,59.74,0,1,1,2.987,2987,1
Not Applicable,Gurgaon,India,U-912,Abhidi Maharaj,06-04-2023,Week 14,Gurugram,Show Transaction Details,Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",EMI,Success,FALSE,658633,Online,Week,Haryana,14,3003,3,90.09,0,100,1,3.003,3003,1
Not Applicable,Mathura,India,U-913,Ajisth Ghosh,05-04-2023,Week 14,Mathura,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,179034,Online,Week,Uttar Pradesh,14,519.6666667,2,31.18,0,1,1,1.559,1559,3
Master,Coimbatore,India,U-914,Badri Bala,29-03-2023,Week 13,Coimbatore,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,13,3414.5,2,136.58,0,1,1,6.829,6829,2
Not Applicable,Agra,India,U-915,Ishmael Kori,25-03-2023,Week 12,Agra,Show Transaction Details,No Highlight,Transportation Services,764665,Aqua Adventures Boat Rentals,Boat Leases and Boat Rentals,UPI,Success,FALSE,348062,Online,Week,Uttar Pradesh,12,958.6666667,2,57.52,0,1,1,2.876,2876,3
Not Applicable,Coorg,India,U-916,Aniishan Choubey,22-03-2023,Week 12,Coorg,Show Transaction Details,No Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,561235,Online,Week,Karnataka,12,1453,2,58.12,0,1,1,2.906,2906,2
Not Applicable,Chandigarh,India,U-917,Bimla Ghose,21-03-2023,Week 12,Chandigarh,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Wallet,Success,FALSE,459872,Online,Week,Chandigarh,12,1460.75,2,116.86,0,1,1,5.843,5843,4
Visa,Rewari,India,U-918,Ramakant Kannaujia,19-03-2023,Week 12,Rewari,Show Transaction Details,No Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,Debit Card,Refunded,FALSE,126748,PoS,Week,Haryana,12,1849.25,2,147.94,0,1,0,7.397,7397,4
Not Applicable,Coimbatore,India,U-919,Chakradhar Gera,17-03-2023,Week 11,Coimbatore,Show Transaction Details,No Highlight,Contracted Services,765216,Elite Plumbing and Heating,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,765412,QR,Week,Tamil Nadu,11,1798,2,71.92,0,1,1,3.596,3596,2
Diners,Chandigarh,India,U-920,Inbaraj Dey,13-03-2023,Week 11,Chandigarh,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Credit Card,Success,FALSE,459873,PoS,Week,Chandigarh,11,2089.5,3,125.37,0,1,1,4.179,4179,2
Amex,Surat,India,U-921,Dhansik Gayakwad,12-03-2023,Week 11,Surat,Show Transaction Details,No Highlight,Clothing Stores,749824,Sparkling Sensations,Women’s Accessory and Specialty Stores,Credit Card,Success,FALSE,214567,Online,Week,Gujarat,11,1183.5,3,71.01,0,1,1,2.367,2367,2
Not Applicable,Nalanda,India,U-922,Isayon Bera,11-03-2023,Week 10,Nalanda,Show Transaction Details,Highlight,Government Services,772870,Corporate Central,Intra-Company Purchases,EMI,Success,FALSE,148790,Online,Week,Bihar,10,2874.5,3,172.47,0,100,1,5.749,5749,2
Not Applicable,Guwahati,India,U-923,Vipin Aenugu,11-03-2023,Week 10,Guwahati,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,NetBanking,Success,FALSE,335678,Online,Week,Assam,10,3086,2,61.72,0,1,1,3.086,3086,1
Not Applicable,Chandigarh,India,U-924,Kiranmohan Gara,10-03-2023,Week 10,Chandigarh,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,NetBanking,Success,FALSE,459873,Online,Week,Chandigarh,10,2155,2,129.3,0,1,1,6.465,6465,3
Not Applicable,Ujjain,India,U-925,Sumit Agrawal,10-03-2023,Week 10,Ujjain,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",NetBanking,Success,FALSE,120966,Online,Week,Madhya Pradesh,10,884,2,70.72,0,1,1,3.536,3536,4
Not Applicable,Delhi,India,U-926,Mithun Vashisth,08-03-2023,Week 10,Delhi,Show Transaction Details,Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,EMI,Success,FALSE,110065,Online,Week,Delhi,10,1742.333333,3,156.81,0,100,1,5.227,5227,3
